AsOfDate,SecurityId,Description,Sector,Subsector,Currency
2025-02-23,WXT79MB,Retail SASB Property WXT79MB,Commercial,SASB,USD
2025-02-23,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Carry,USD
2025-02-23,LGP30YU,Home Risk Bond LGP30YU,Residential,Risk,USD
2025-02-23,CFN12WD,Government Subs Security CFN12WD,Agency,IO,USD
2025-02-23,JQL24TF,Office CMBS Property JQL24TF,Commercial,SASB,USD
2025-02-23,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Carry,USD
2025-02-23,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Financing,USD
2025-02-23,SMS96VL,Residential Risk Trust SMS96VL,Residential,Financing,USD
2025-02-23,QVT19PV,Agency IO Backed QVT19PV,Agency,IO,USD
2025-02-23,GNM22AD,Residential Carry Trust GNM22AD,Residential,Financing,USD
2025-02-23,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Financing,USD
2025-02-23,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-02-23,FRH21QB,Residential Financing Bond FRH21QB,Residential,Financing,USD
2025-02-23,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Carry,USD
2025-02-23,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-02-23,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,CMBS,USD
2025-02-23,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,CMBS,USD
2025-02-23,YAL88TQ,Federal Subs Security YAL88TQ,Agency,Subs,USD
2025-02-23,LBR15JO,Office CMBS Trust LBR15JO,Commercial,CRE,USD
2025-02-23,TZE82IG,Retail CMBS Property TZE82IG,Commercial,SASB,USD
2025-02-23,JCM10AV,Mortgage Carry Security JCM10AV,Residential,Risk,USD
2025-02-23,ZJK76DR,Government IO Bond ZJK76DR,Agency,IO,USD
2025-02-23,JPN92AH,Office CMBS Property JPN92AH,Commercial,CMBS,USD
2025-02-23,LFL59PW,Federal Subs Bond LFL59PW,Agency,IO,USD
2025-02-23,RND86XU,Commercial SASB Property RND86XU,Commercial,SASB,USD
2025-02-23,UXP54RA,Residential Financing Trust UXP54RA,Residential,Carry,USD
2025-02-23,HZI97XK,Home Carry Trust HZI97XK,Residential,Risk,USD
2025-02-23,PXL69KL,Office CMBS Investment PXL69KL,Commercial,CMBS,USD
2025-02-23,RRZ21YR,Home Financing Security RRZ21YR,Residential,Financing,USD
2025-02-23,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Financing,USD
2025-02-23,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-02-23,GMD24AY,Residential Financing Security GMD24AY,Residential,Financing,USD
2025-02-23,HGH26BI,Office CRE Investment HGH26BI,Commercial,CMBS,USD
2025-02-23,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,SASB,USD
2025-02-23,LAS87XO,Home Risk Trust LAS87XO,Residential,Carry,USD
2025-02-23,SHY49RS,Residential Risk Bond SHY49RS,Residential,Financing,USD
2025-02-23,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Financing,USD
2025-02-23,EYF35OX,Agency Subs Backed EYF35OX,Agency,IO,USD
2025-02-23,JLK41QT,Home Risk Bond JLK41QT,Residential,Financing,USD
2025-02-23,ZIU48UU,Federal Subs Security ZIU48UU,Agency,IO,USD
2025-02-23,GTR84BF,Retail SASB Trust GTR84BF,Commercial,CRE,USD
2025-02-23,BMV57TF,Government Subs Backed BMV57TF,Agency,Subs,USD
2025-02-23,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,SASB,USD
2025-02-23,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Financing,USD
2025-02-23,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Risk,USD
2025-02-23,KGP30NU,Residential Financing Trust KGP30NU,Residential,Risk,USD
2025-02-23,AEO16UL,Government IO Bond AEO16UL,Agency,Subs,USD
2025-02-24,WJB41XV,Agency Subs Bond WJB41XV,Agency,Subs,USD
2025-02-24,XVD17FP,Agency Subs Bond XVD17FP,Agency,Subs,USD
2025-02-24,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,CMBS,USD
2025-02-24,WXT79MB,Retail SASB Property WXT79MB,Commercial,SASB,USD
2025-02-24,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Carry,USD
2025-02-24,LGP30YU,Home Risk Bond LGP30YU,Residential,Risk,USD
2025-02-24,CFN12WD,Government Subs Security CFN12WD,Agency,IO,USD
2025-02-24,JQL24TF,Office CMBS Property JQL24TF,Commercial,SASB,USD
2025-02-24,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Carry,USD
2025-02-24,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Financing,USD
2025-02-24,SMS96VL,Residential Risk Trust SMS96VL,Residential,Financing,USD
2025-02-24,QVT19PV,Agency IO Backed QVT19PV,Agency,IO,USD
2025-02-24,GNM22AD,Residential Carry Trust GNM22AD,Residential,Financing,USD
2025-02-24,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Financing,USD
2025-02-24,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-02-24,FRH21QB,Residential Financing Bond FRH21QB,Residential,Financing,USD
2025-02-24,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Carry,USD
2025-02-24,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-02-24,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,CMBS,USD
2025-02-24,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,CMBS,USD
2025-02-24,YAL88TQ,Federal Subs Security YAL88TQ,Agency,Subs,USD
2025-02-24,LBR15JO,Office CMBS Trust LBR15JO,Commercial,CRE,USD
2025-02-24,TZE82IG,Retail CMBS Property TZE82IG,Commercial,SASB,USD
2025-02-24,JCM10AV,Mortgage Carry Security JCM10AV,Residential,Risk,USD
2025-02-24,ZJK76DR,Government IO Bond ZJK76DR,Agency,IO,USD
2025-02-24,JPN92AH,Office CMBS Property JPN92AH,Commercial,CMBS,USD
2025-02-24,LFL59PW,Federal Subs Bond LFL59PW,Agency,IO,USD
2025-02-24,RND86XU,Commercial SASB Property RND86XU,Commercial,SASB,USD
2025-02-24,UXP54RA,Residential Financing Trust UXP54RA,Residential,Carry,USD
2025-02-24,HZI97XK,Home Carry Trust HZI97XK,Residential,Risk,USD
2025-02-24,PXL69KL,Office CMBS Investment PXL69KL,Commercial,CMBS,USD
2025-02-24,RRZ21YR,Home Financing Security RRZ21YR,Residential,Financing,USD
2025-02-24,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Financing,USD
2025-02-24,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-02-24,GMD24AY,Residential Financing Security GMD24AY,Residential,Financing,USD
2025-02-24,HGH26BI,Office CRE Investment HGH26BI,Commercial,CMBS,USD
2025-02-24,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,SASB,USD
2025-02-24,LAS87XO,Home Risk Trust LAS87XO,Residential,Carry,USD
2025-02-24,SHY49RS,Residential Risk Bond SHY49RS,Residential,Financing,USD
2025-02-24,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Financing,USD
2025-02-24,EYF35OX,Agency Subs Backed EYF35OX,Agency,IO,USD
2025-02-24,JLK41QT,Home Risk Bond JLK41QT,Residential,Risk,USD
2025-02-24,ZIU48UU,Federal Subs Security ZIU48UU,Agency,IO,USD
2025-02-24,GTR84BF,Retail SASB Trust GTR84BF,Commercial,CRE,USD
2025-02-24,BMV57TF,Government Subs Backed BMV57TF,Agency,Subs,USD
2025-02-24,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,SASB,USD
2025-02-24,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Financing,USD
2025-02-24,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Risk,USD
2025-02-24,KGP30NU,Residential Financing Trust KGP30NU,Residential,Risk,USD
2025-02-24,AEO16UL,Government IO Bond AEO16UL,Agency,Subs,USD
2025-02-25,WJB41XV,Agency Subs Bond WJB41XV,Agency,Subs,USD
2025-02-25,XVD17FP,Agency Subs Bond XVD17FP,Agency,Subs,USD
2025-02-25,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,CMBS,USD
2025-02-25,WXT79MB,Retail SASB Property WXT79MB,Commercial,SASB,USD
2025-02-25,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Carry,USD
2025-02-25,LGP30YU,Home Risk Bond LGP30YU,Residential,Risk,USD
2025-02-25,CFN12WD,Government Subs Security CFN12WD,Agency,IO,USD
2025-02-25,JQL24TF,Office CMBS Property JQL24TF,Commercial,SASB,USD
2025-02-25,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Carry,USD
2025-02-25,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Financing,USD
2025-02-25,SMS96VL,Residential Risk Trust SMS96VL,Residential,Risk,USD
2025-02-25,QVT19PV,Agency IO Backed QVT19PV,Agency,IO,USD
2025-02-25,GNM22AD,Residential Carry Trust GNM22AD,Residential,Financing,USD
2025-02-25,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Financing,USD
2025-02-25,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-02-25,FRH21QB,Residential Financing Bond FRH21QB,Residential,Financing,USD
2025-02-25,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Carry,USD
2025-02-25,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-02-25,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,CMBS,USD
2025-02-25,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,CMBS,USD
2025-02-25,YAL88TQ,Federal Subs Security YAL88TQ,Agency,Subs,USD
2025-02-25,LBR15JO,Office CMBS Trust LBR15JO,Commercial,CRE,USD
2025-02-25,TZE82IG,Retail CMBS Property TZE82IG,Commercial,SASB,USD
2025-02-25,JCM10AV,Mortgage Carry Security JCM10AV,Residential,Risk,USD
2025-02-25,ZJK76DR,Government IO Bond ZJK76DR,Agency,IO,USD
2025-02-25,JPN92AH,Office CMBS Property JPN92AH,Commercial,CMBS,USD
2025-02-25,LFL59PW,Federal Subs Bond LFL59PW,Agency,IO,USD
2025-02-25,RND86XU,Commercial SASB Property RND86XU,Commercial,SASB,USD
2025-02-25,UXP54RA,Residential Financing Trust UXP54RA,Residential,Carry,USD
2025-02-25,HZI97XK,Home Carry Trust HZI97XK,Residential,Risk,USD
2025-02-25,PXL69KL,Office CMBS Investment PXL69KL,Commercial,CMBS,USD
2025-02-25,RRZ21YR,Home Financing Security RRZ21YR,Residential,Financing,USD
2025-02-25,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Financing,USD
2025-02-25,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-02-25,GMD24AY,Residential Financing Security GMD24AY,Residential,Financing,USD
2025-02-25,HGH26BI,Office CRE Investment HGH26BI,Commercial,CMBS,USD
2025-02-25,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,SASB,USD
2025-02-25,LAS87XO,Home Risk Trust LAS87XO,Residential,Carry,USD
2025-02-25,SHY49RS,Residential Risk Bond SHY49RS,Residential,Financing,USD
2025-02-25,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Financing,USD
2025-02-25,EYF35OX,Agency Subs Backed EYF35OX,Agency,IO,USD
2025-02-25,JLK41QT,Home Risk Bond JLK41QT,Residential,Risk,USD
2025-02-25,ZIU48UU,Federal Subs Security ZIU48UU,Agency,IO,USD
2025-02-25,GTR84BF,Retail SASB Trust GTR84BF,Commercial,CRE,USD
2025-02-25,BMV57TF,Government Subs Backed BMV57TF,Agency,Subs,USD
2025-02-25,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,SASB,USD
2025-02-25,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Financing,USD
2025-02-25,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Risk,USD
2025-02-25,KGP30NU,Residential Financing Trust KGP30NU,Residential,Risk,USD
2025-02-25,AEO16UL,Government IO Bond AEO16UL,Agency,Subs,USD
2025-02-26,WJB41XV,Agency Subs Bond WJB41XV,Agency,Subs,USD
2025-02-26,XVD17FP,Agency Subs Bond XVD17FP,Agency,Subs,USD
2025-02-26,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,CMBS,USD
2025-02-26,WXT79MB,Retail SASB Property WXT79MB,Commercial,SASB,USD
2025-02-26,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Carry,USD
2025-02-26,LGP30YU,Home Risk Bond LGP30YU,Residential,Risk,USD
2025-02-26,CFN12WD,Government Subs Security CFN12WD,Agency,IO,USD
2025-02-26,JQL24TF,Office CMBS Property JQL24TF,Commercial,SASB,USD
2025-02-26,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Carry,USD
2025-02-26,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Financing,USD
2025-02-26,SMS96VL,Residential Risk Trust SMS96VL,Residential,Risk,USD
2025-02-26,QVT19PV,Agency IO Backed QVT19PV,Agency,IO,USD
2025-02-26,GNM22AD,Residential Carry Trust GNM22AD,Residential,Financing,USD
2025-02-26,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Carry,USD
2025-02-26,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-02-26,FRH21QB,Residential Financing Bond FRH21QB,Residential,Financing,USD
2025-02-26,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Carry,USD
2025-02-26,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-02-26,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,CMBS,USD
2025-02-26,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,CMBS,USD
2025-02-26,YAL88TQ,Federal Subs Security YAL88TQ,Agency,Subs,USD
2025-02-26,LBR15JO,Office CMBS Trust LBR15JO,Commercial,CRE,USD
2025-02-26,TZE82IG,Retail CMBS Property TZE82IG,Commercial,SASB,USD
2025-02-26,JCM10AV,Mortgage Carry Security JCM10AV,Residential,Risk,USD
2025-02-26,ZJK76DR,Government IO Bond ZJK76DR,Agency,IO,USD
2025-02-26,JPN92AH,Office CMBS Property JPN92AH,Commercial,CMBS,USD
2025-02-26,LFL59PW,Federal Subs Bond LFL59PW,Agency,IO,USD
2025-02-26,RND86XU,Commercial SASB Property RND86XU,Commercial,SASB,USD
2025-02-26,UXP54RA,Residential Financing Trust UXP54RA,Residential,Carry,USD
2025-02-26,HZI97XK,Home Carry Trust HZI97XK,Residential,Risk,USD
2025-02-26,PXL69KL,Office CMBS Investment PXL69KL,Commercial,CMBS,USD
2025-02-26,RRZ21YR,Home Financing Security RRZ21YR,Residential,Financing,USD
2025-02-26,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Financing,USD
2025-02-26,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-02-26,GMD24AY,Residential Financing Security GMD24AY,Residential,Financing,USD
2025-02-26,HGH26BI,Office CRE Investment HGH26BI,Commercial,CMBS,USD
2025-02-26,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,SASB,USD
2025-02-26,LAS87XO,Home Risk Trust LAS87XO,Residential,Carry,USD
2025-02-26,SHY49RS,Residential Risk Bond SHY49RS,Residential,Financing,USD
2025-02-26,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Financing,USD
2025-02-26,EYF35OX,Agency Subs Backed EYF35OX,Agency,IO,USD
2025-02-26,JLK41QT,Home Risk Bond JLK41QT,Residential,Risk,USD
2025-02-26,ZIU48UU,Federal Subs Security ZIU48UU,Agency,IO,USD
2025-02-26,GTR84BF,Retail SASB Trust GTR84BF,Commercial,SASB,USD
2025-02-26,BMV57TF,Government Subs Backed BMV57TF,Agency,Subs,USD
2025-02-26,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,SASB,USD
2025-02-26,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Risk,USD
2025-02-26,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Financing,USD
2025-02-26,KGP30NU,Residential Financing Trust KGP30NU,Residential,Risk,USD
2025-02-26,AEO16UL,Government IO Bond AEO16UL,Agency,Subs,USD
2025-02-27,WJB41XV,Agency Subs Bond WJB41XV,Agency,Subs,USD
2025-02-27,XVD17FP,Agency Subs Bond XVD17FP,Agency,Subs,USD
2025-02-27,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,CMBS,USD
2025-02-27,WXT79MB,Retail SASB Property WXT79MB,Commercial,SASB,USD
2025-02-27,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Carry,USD
2025-02-27,LGP30YU,Home Risk Bond LGP30YU,Residential,Risk,USD
2025-02-27,CFN12WD,Government Subs Security CFN12WD,Agency,IO,USD
2025-02-27,JQL24TF,Office CMBS Property JQL24TF,Commercial,SASB,USD
2025-02-27,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Carry,USD
2025-02-27,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Financing,USD
2025-02-27,SMS96VL,Residential Risk Trust SMS96VL,Residential,Risk,USD
2025-02-27,QVT19PV,Agency IO Backed QVT19PV,Agency,IO,USD
2025-02-27,GNM22AD,Residential Carry Trust GNM22AD,Residential,Financing,USD
2025-02-27,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Carry,USD
2025-02-27,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-02-27,FRH21QB,Residential Financing Bond FRH21QB,Residential,Financing,USD
2025-02-27,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Carry,USD
2025-02-27,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-02-27,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,CMBS,USD
2025-02-27,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,CMBS,USD
2025-02-27,YAL88TQ,Federal Subs Security YAL88TQ,Agency,Subs,USD
2025-02-27,LBR15JO,Office CMBS Trust LBR15JO,Commercial,CRE,USD
2025-02-27,TZE82IG,Retail CMBS Property TZE82IG,Commercial,SASB,USD
2025-02-27,JCM10AV,Mortgage Carry Security JCM10AV,Residential,Risk,USD
2025-02-27,ZJK76DR,Government IO Bond ZJK76DR,Agency,IO,USD
2025-02-27,JPN92AH,Office CMBS Property JPN92AH,Commercial,CMBS,USD
2025-02-27,LFL59PW,Federal Subs Bond LFL59PW,Agency,IO,USD
2025-02-27,RND86XU,Commercial SASB Property RND86XU,Commercial,SASB,USD
2025-02-27,UXP54RA,Residential Financing Trust UXP54RA,Residential,Carry,USD
2025-02-27,HZI97XK,Home Carry Trust HZI97XK,Residential,Risk,USD
2025-02-27,PXL69KL,Office CMBS Investment PXL69KL,Commercial,CMBS,USD
2025-02-27,RRZ21YR,Home Financing Security RRZ21YR,Residential,Financing,USD
2025-02-27,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Financing,USD
2025-02-27,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-02-27,GMD24AY,Residential Financing Security GMD24AY,Residential,Financing,USD
2025-02-27,HGH26BI,Office CRE Investment HGH26BI,Commercial,CMBS,USD
2025-02-27,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,SASB,USD
2025-02-27,LAS87XO,Home Risk Trust LAS87XO,Residential,Carry,USD
2025-02-27,SHY49RS,Residential Risk Bond SHY49RS,Residential,Financing,USD
2025-02-27,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Financing,USD
2025-02-27,EYF35OX,Agency Subs Backed EYF35OX,Agency,IO,USD
2025-02-27,JLK41QT,Home Risk Bond JLK41QT,Residential,Risk,USD
2025-02-27,ZIU48UU,Federal Subs Security ZIU48UU,Agency,IO,USD
2025-02-27,GTR84BF,Retail SASB Trust GTR84BF,Commercial,SASB,USD
2025-02-27,BMV57TF,Government Subs Backed BMV57TF,Agency,Subs,USD
2025-02-27,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,SASB,USD
2025-02-27,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Risk,USD
2025-02-27,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Financing,USD
2025-02-27,KGP30NU,Residential Financing Trust KGP30NU,Residential,Risk,USD
2025-02-27,AEO16UL,Government IO Bond AEO16UL,Agency,Subs,USD
2025-02-28,WJB41XV,Agency Subs Bond WJB41XV,Agency,Subs,USD
2025-02-28,XVD17FP,Agency Subs Bond XVD17FP,Agency,Subs,USD
2025-02-28,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,CMBS,USD
2025-02-28,WXT79MB,Retail SASB Property WXT79MB,Commercial,SASB,USD
2025-02-28,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Carry,USD
2025-02-28,LGP30YU,Home Risk Bond LGP30YU,Residential,Risk,USD
2025-02-28,CFN12WD,Government Subs Security CFN12WD,Agency,IO,USD
2025-02-28,JQL24TF,Office CMBS Property JQL24TF,Commercial,SASB,USD
2025-02-28,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Carry,USD
2025-02-28,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Financing,USD
2025-02-28,SMS96VL,Residential Risk Trust SMS96VL,Residential,Risk,USD
2025-02-28,QVT19PV,Agency IO Backed QVT19PV,Agency,IO,USD
2025-02-28,GNM22AD,Residential Carry Trust GNM22AD,Residential,Financing,USD
2025-02-28,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Carry,USD
2025-02-28,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-02-28,FRH21QB,Residential Financing Bond FRH21QB,Residential,Financing,USD
2025-02-28,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Carry,USD
2025-02-28,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-02-28,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,CMBS,USD
2025-02-28,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,CMBS,USD
2025-02-28,YAL88TQ,Federal Subs Security YAL88TQ,Agency,Subs,USD
2025-02-28,LBR15JO,Office CMBS Trust LBR15JO,Commercial,CRE,USD
2025-02-28,TZE82IG,Retail CMBS Property TZE82IG,Commercial,SASB,USD
2025-02-28,JCM10AV,Mortgage Carry Security JCM10AV,Residential,Risk,USD
2025-02-28,ZJK76DR,Government IO Bond ZJK76DR,Agency,IO,USD
2025-02-28,JPN92AH,Office CMBS Property JPN92AH,Commercial,CMBS,USD
2025-02-28,LFL59PW,Federal Subs Bond LFL59PW,Agency,IO,USD
2025-02-28,RND86XU,Commercial SASB Property RND86XU,Commercial,SASB,USD
2025-02-28,UXP54RA,Residential Financing Trust UXP54RA,Residential,Carry,USD
2025-02-28,HZI97XK,Home Carry Trust HZI97XK,Residential,Risk,USD
2025-02-28,PXL69KL,Office CMBS Investment PXL69KL,Commercial,CMBS,USD
2025-02-28,RRZ21YR,Home Financing Security RRZ21YR,Residential,Financing,USD
2025-02-28,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Financing,USD
2025-02-28,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-02-28,GMD24AY,Residential Financing Security GMD24AY,Residential,Financing,USD
2025-02-28,HGH26BI,Office CRE Investment HGH26BI,Commercial,CMBS,USD
2025-02-28,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,SASB,USD
2025-02-28,LAS87XO,Home Risk Trust LAS87XO,Residential,Carry,USD
2025-02-28,SHY49RS,Residential Risk Bond SHY49RS,Residential,Financing,USD
2025-02-28,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Financing,USD
2025-02-28,EYF35OX,Agency Subs Backed EYF35OX,Agency,IO,USD
2025-02-28,JLK41QT,Home Risk Bond JLK41QT,Residential,Risk,USD
2025-02-28,ZIU48UU,Federal Subs Security ZIU48UU,Agency,IO,USD
2025-02-28,GTR84BF,Retail SASB Trust GTR84BF,Commercial,SASB,USD
2025-02-28,BMV57TF,Government Subs Backed BMV57TF,Agency,Subs,USD
2025-02-28,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,SASB,USD
2025-02-28,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Risk,USD
2025-02-28,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Financing,USD
2025-02-28,KGP30NU,Residential Financing Trust KGP30NU,Residential,Risk,USD
2025-02-28,AEO16UL,Government IO Bond AEO16UL,Agency,Subs,USD
2025-03-01,WJB41XV,Agency Subs Bond WJB41XV,Agency,Subs,USD
2025-03-01,XVD17FP,Agency Subs Bond XVD17FP,Agency,Subs,USD
2025-03-01,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,CMBS,USD
2025-03-01,WXT79MB,Retail SASB Property WXT79MB,Commercial,SASB,USD
2025-03-01,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Carry,USD
2025-03-01,LGP30YU,Home Risk Bond LGP30YU,Residential,Risk,USD
2025-03-01,CFN12WD,Government Subs Security CFN12WD,Agency,IO,USD
2025-03-01,JQL24TF,Office CMBS Property JQL24TF,Commercial,SASB,USD
2025-03-01,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Carry,USD
2025-03-01,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Financing,USD
2025-03-01,SMS96VL,Residential Risk Trust SMS96VL,Residential,Risk,USD
2025-03-01,QVT19PV,Agency IO Backed QVT19PV,Agency,IO,USD
2025-03-01,GNM22AD,Residential Carry Trust GNM22AD,Residential,Financing,USD
2025-03-01,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Carry,USD
2025-03-01,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-03-01,FRH21QB,Residential Financing Bond FRH21QB,Residential,Financing,USD
2025-03-01,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Carry,USD
2025-03-01,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-03-01,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,CMBS,USD
2025-03-01,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,CMBS,USD
2025-03-01,YAL88TQ,Federal Subs Security YAL88TQ,Agency,Subs,USD
2025-03-01,LBR15JO,Office CMBS Trust LBR15JO,Commercial,CRE,USD
2025-03-01,TZE82IG,Retail CMBS Property TZE82IG,Commercial,SASB,USD
